id|title|releaseDate|storeReleaseDate|FinalPrice|OriginalPrice|PriceDiscountPercentage|PriceDiscountAmount|PriceCurrency|productState|storeLink|Developer|Publisher|OperatingSystem1|OperatingSystem2|OperatingSystem3|Tag1|Tag2|Tag3|Tag4|Tag5|Tag6|Tag7|Tag8|Tag9|Tag10
^1425039730^|^Monkey Island™ 2 Special Edition: LeChuck’s Revenge™^|^2010-07-07^|^2015-03-19^|^9.99^|^9.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/monkey_island_2_special_edition_lechucks_revenge^|^Lucasfilm^|^Disney^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Funny', 'slug': 'funny'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^
^1460731832^|^Sherlock Holmes: Nemesis - Remastered^|^2010-05-18^|^2016-04-29^|^1.19^|^9.99^|^-88.0^|^8.80^|^USD^|^default^|^https://www.gog.com/en/game/sherlock_holmes_nemesis_remastered^|^Frogwares^|^Frogwares^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^|^{'name': 'Mystery', 'slug': 'mystery'}^|^{'name': 'Investigation', 'slug': 'investigation'}^|^{'name': 'Detective-mystery', 'slug': 'detective'}^|^^|^^
^1489253805^|^NecroVisioN: Lost Company^|^2010-02-19^|^2017-11-09^|^1.04^|^6.99^|^-85.0^|^5.95^|^USD^|^default^|^https://www.gog.com/en/game/necrovision_lost_company^|^The Farm 51^|^Fulqrum Publishing^|^windows^|^^|^^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'Dark', 'slug': 'dark'}^|^{'name': 'Horror', 'slug': 'horror'}^|^{'name': 'FPS', 'slug': 'fps'}^|^{'name': 'Shooter', 'slug': 'shooter'}^|^^|^^|^^|^^
^1207666253^|^The Secret of Monkey Island™: Special Edition^|^2009-07-09^|^2014-10-28^|^9.99^|^9.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/the_secret_of_monkey_island_special_edition^|^Lucasfilm^|^Disney^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Pixel Graphics', 'slug': 'pixel-graphics'}^|^{'name': 'Funny', 'slug': 'funny'}^
^1207659007^|^Still Life 2^|^2009-03-30^|^2012-03-01^|^1.19^|^7.99^|^-85.0^|^6.80^|^USD^|^default^|^https://www.gog.com/en/game/still_life_2^|^GameCO Studios^|^Microids^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Female Protagonist', 'slug': 'female-protagonist'}^|^{'name': 'Horror', 'slug': 'horror'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^|^{'name': 'Mystery', 'slug': 'mystery'}^|^{'name': 'Investigation', 'slug': 'investigation'}^|^{'name': 'Detective-mystery', 'slug': 'detective'}^
^1460731213^|^Sherlock Holmes: The Awakened (2008)^|^2008-09-23^|^2016-04-29^|^0.99^|^9.99^|^-90.0^|^9.00^|^USD^|^default^|^https://www.gog.com/en/game/sherlock_holmes_the_awakened_2008^|^Frogwares^|^Frogwares^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'Horror', 'slug': 'horror'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^|^{'name': 'Mystery', 'slug': 'mystery'}^|^{'name': 'Investigation', 'slug': 'investigation'}^|^{'name': 'Detective-mystery', 'slug': 'detective'}^|^{'name': 'Lovecraftian', 'slug': 'lovecraftian'}^
^1207658749^|^IL-2 Sturmovik™: 1946^|^2006-12-15^|^1991-12-25^|^2.49^|^9.99^|^-75.0^|^7.50^|^USD^|^default^|^https://www.gog.com/en/game/il_2_sturmovik_1946^|^1C:Maddox Games^|^1C Game Studios^|^windows^|^^|^^|^{'name': 'Simulation', 'slug': 'simulation'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Real-Time', 'slug': 'real-time'}^|^{'name': 'Open World', 'slug': 'open-world'}^|^{'name': 'Multiplayer', 'slug': 'multiplayer'}^|^{'name': 'Historical', 'slug': 'historical'}^|^{'name': 'War', 'slug': 'war'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Military', 'slug': 'military'}^|^{'name': 'Combat', 'slug': 'combat'}^
^1207658693^|^FlatOut^|^2005-12-07^|^2008-11-25^|^1.49^|^5.99^|^-75.0^|^4.50^|^USD^|^default^|^https://www.gog.com/en/game/flatout^|^Bugbear Entertainment^|^Strategy First^|^windows^|^linux^|^^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Funny', 'slug': 'funny'}^|^{'name': 'Multiplayer', 'slug': 'multiplayer'}^|^{'name': 'Difficult', 'slug': 'difficult'}^|^{'name': 'Arcade', 'slug': 'arcade'}^|^{'name': 'Physics', 'slug': 'physics'}^|^{'name': 'Racing', 'slug': 'racing'}^|^{'name': 'Off-road', 'slug': 'offroad'}^|^^
^1748253806^|^Kao the Kangaroo Trilogy^|^2005-12-02^|^2021-02-15^|^2.49^|^4.99^|^-50.0^|^2.50^|^USD^|^default^|^https://www.gog.com/en/game/kao_the_kangaroo_trilogy^|^Tate Multimedia^|^Tate Multimedia^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Casual', 'slug': 'casual'}^|^{'name': 'Funny', 'slug': 'funny'}^|^{'name': 'Platformer', 'slug': 'platformer'}^|^{'name': 'Third Person', 'slug': 'third-person'}^|^{'name': 'Family Friendly', 'slug': 'family-friendly'}^|^^|^^
^1409964317^|^SWAT 4: Gold Edition^|^2005-04-05^|^2017-01-24^|^9.99^|^9.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/swat_4_gold_edition^|^Irrational Games^|^Activision^|^windows^|^^|^^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Simulation', 'slug': 'simulation'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Only On GOG', 'slug': 'only-on-gog'}^|^^|^^|^^|^^
^1207658706^|^Patrician 3^|^2003-10-31^|^2008-12-23^|^1.49^|^4.99^|^-70.0^|^3.50^|^USD^|^default^|^https://www.gog.com/en/game/patrician_3^|^ASCARON Entertainment^|^Strategy First^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Management', 'slug': 'management'}^|^{'name': 'Sandbox', 'slug': 'sandbox'}^|^{'name': 'Historical', 'slug': 'historical'}^|^{'name': 'Resource Management', 'slug': 'resource-management'}^|^{'name': 'Medieval', 'slug': 'medieval'}^|^{'name': 'City builder', 'slug': 'city-builder'}^|^{'name': 'Politics', 'slug': 'politics'}^|^{'name': 'Trading', 'slug': 'trading'}^
^1669042393^|^Empires: Dawn of the Modern World^|^2003-10-21^|^2017-05-11^|^4.79^|^9.99^|^-52.0^|^5.20^|^USD^|^default^|^https://www.gog.com/en/game/empires_dawn_of_the_modern_world^|^Stainless Steel Studios^|^Stainless Steel Studios^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Management', 'slug': 'management'}^|^{'name': 'Real-Time', 'slug': 'real-time'}^|^{'name': 'Historical', 'slug': 'historical'}^|^{'name': 'Resource Management', 'slug': 'resource-management'}^|^{'name': 'War', 'slug': 'war'}^|^{'name': 'Base Building', 'slug': 'base-building'}^|^{'name': 'RTS', 'slug': 'rts'}^|^{'name': 'Military', 'slug': 'military'}^
^1207666093^|^Nosferatu: Wrath of Malachi^|^2003-10-21^|^2015-04-09^|^0.74^|^2.99^|^-75.0^|^2.25^|^USD^|^default^|^https://www.gog.com/en/game/nosferatu_wrath_of_malachi^|^Idol FX AB^|^Funbox Media Limited^|^windows^|^^|^^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'Dark', 'slug': 'dark'}^|^{'name': 'Horror', 'slug': 'horror'}^|^{'name': 'Open World', 'slug': 'open-world'}^|^{'name': 'Survival', 'slug': 'survival'}^|^{'name': 'FPS', 'slug': 'fps'}^|^{'name': 'Roguelike', 'slug': 'roguelike'}^|^{'name': 'Shooter', 'slug': 'shooter'}^
^1228964594^|^Soldier of Fortune II: Double Helix - Gold Edition^|^2003-02-25^|^2018-10-01^|^9.99^|^9.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/soldier_of_fortune_ii_double_helix_gold_edition^|^Raven Software^|^Activision^|^windows^|^^|^^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'FPS', 'slug': 'fps'}^|^{'name': 'Shooter', 'slug': 'shooter'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Modern', 'slug': 'modern'}^|^{'name': 'Only On GOG', 'slug': 'only-on-gog'}^|^^|^^|^^
^1207658762^|^Celtic Kings: Rage of War^|^2002-08-27^|^1991-12-25^|^1.24^|^4.99^|^-75.0^|^3.75^|^USD^|^default^|^https://www.gog.com/en/game/celtic_kings_rage_of_war^|^Haemimont Games^|^Haemimont Games^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Role-playing', 'slug': 'role-playing'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Historical', 'slug': 'historical'}^|^{'name': 'RTS', 'slug': 'rts'}^|^^|^^|^^|^^|^^
^1478736295^|^Star Trek™: Bridge Commander^|^2002-02-26^|^2021-09-08^|^9.99^|^9.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/star_trek_bridge_commander^|^Totally Games, Inc.^|^Activision^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': 'Science', 'slug': 'science'}^|^{'name': 'Simulation', 'slug': 'simulation'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Only On GOG', 'slug': 'only-on-gog'}^|^^|^^|^^
^1207658829^|^Arcanum: Of Steamworks and Magick Obscura^|^2001-08-22^|^1991-12-25^|^5.99^|^5.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/arcanum_of_steamworks_and_magick_obscura^|^Troika Games^|^Activision^|^windows^|^^|^^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Role-playing', 'slug': 'role-playing'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Turn-Based', 'slug': 'turn-based'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Female Protagonist', 'slug': 'female-protagonist'}^|^{'name': 'Choices Matter', 'slug': 'choices-matter'}^|^{'name': 'Open World', 'slug': 'open-world'}^
^1207659185^|^Settlers® 3: Ultimate Collection^|^2000-06-01^|^2013-03-07^|^9.99^|^9.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/the_settlers_3_ultimate_collection^|^Blue Byte Studio^|^Ubisoft^|^windows^|^^|^^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Real-Time', 'slug': 'real-time'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Only On GOG', 'slug': 'only-on-gog'}^|^^|^^|^^|^^
^1207658942^|^Heroes Chronicles: All Chapters^|^2000-01-02^|^2011-06-23^|^9.99^|^9.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/heroes_chronicles_all_chapters^|^New World Computing, Inc.^|^Ubisoft^|^windows^|^^|^^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Turn-Based', 'slug': 'turn-based'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Management', 'slug': 'management'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^{'name': 'Resource Management', 'slug': 'resource-management'}^|^{'name': 'Magic', 'slug': 'magic'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^
^1207658800^|^Commandos Ammo Pack^|^1999-03-31^|^2009-10-06^|^2.99^|^5.99^|^-50.0^|^3.00^|^USD^|^default^|^https://www.gog.com/en/game/commandos_ammo_pack^|^Pyro Studios^|^Kalypso Media Digital^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^{'name': 'Real-Time', 'slug': 'real-time'}^|^{'name': 'Historical', 'slug': 'historical'}^|^{'name': 'Isometric', 'slug': 'isometric'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Stealth', 'slug': 'stealth'}^|^{'name': 'World War II', 'slug': 'world-war-ii'}^|^^
^1207659094^|^Lands of Lore 3^|^1999-03-03^|^2012-08-23^|^1.49^|^5.99^|^-75.0^|^4.50^|^USD^|^default^|^https://www.gog.com/en/game/lands_of_lore_3^|^Westwood Studios^|^Electronic Arts^|^windows^|^^|^^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Role-playing', 'slug': 'role-playing'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'FPS', 'slug': 'fps'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'CRPG', 'slug': 'crpg'}^|^^|^^|^^
^2046360890^|^METAL SLUG X^|^1999-03-01^|^2017-05-30^|^2.39^|^7.99^|^-70.0^|^5.60^|^USD^|^default^|^https://www.gog.com/en/game/metal_slug_x^|^SNK CORPORATION^|^SNK CORPORATION^|^windows^|^^|^^|^{'name': 'Action', 'slug': 'action'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Pixel Graphics', 'slug': 'pixel-graphics'}^|^{'name': 'Platformer', 'slug': 'platformer'}^|^{'name': 'Multiplayer', 'slug': 'multiplayer'}^|^{'name': 'Difficult', 'slug': 'difficult'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Local Co-Op', 'slug': 'local-co-op'}^
^1649233263^|^Close Combat 2: A Bridge Too Far^|^1997-01-01^|^2018-02-06^|^3.59^|^5.99^|^-40.0^|^2.40^|^USD^|^default^|^https://www.gog.com/en/game/close_combat_2_a_bridge_too_far^|^Atomic Games, Inc.^|^Slitherine Ltd.^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^{'name': 'Real-Time', 'slug': 'real-time'}^|^{'name': 'Historical', 'slug': 'historical'}^|^{'name': 'Top-Down', 'slug': 'top-down'}^|^{'name': 'War', 'slug': 'war'}^|^{'name': 'RTS', 'slug': 'rts'}^|^{'name': 'Realistic', 'slug': 'realistic'}^|^{'name': 'Military', 'slug': 'military'}^
^1207659174^|^Leisure Suit Larry: Love for Sail!^|^1996-12-31^|^2013-02-19^|^1.49^|^5.99^|^-75.0^|^4.50^|^USD^|^default^|^https://www.gog.com/en/game/leisure_suit_larry_love_for_sail^|^Sierra^|^Codemasters^|^windows^|^linux^|^osx^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^|^{'name': 'Sexual Content', 'slug': 'sexual-content'}^|^{'name': 'Logic', 'slug': 'logic'}^|^{'name': 'Nudity', 'slug': 'nudity'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^^|^^
^1207666113^|^Gex^|^1996-11-07^|^2014-10-16^|^1.49^|^5.99^|^-75.0^|^4.50^|^USD^|^default^|^https://www.gog.com/en/game/gex^|^Crystal Dynamics^|^Square Enix^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Dark', 'slug': 'dark'}^|^{'name': 'Platformer', 'slug': 'platformer'}^|^{'name': 'Metroidvania', 'slug': 'metroidvania'}^|^{'name': 'Only On GOG', 'slug': 'only-on-gog'}^
^1207661373^|^Harvester^|^1996-09-26^|^2014-03-06^|^1.79^|^5.99^|^-70.0^|^4.20^|^USD^|^default^|^https://www.gog.com/en/game/harvester^|^DigiFX Interactive^|^Lee Jacobson^|^windows^|^osx^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Dark', 'slug': 'dark'}^|^{'name': 'Horror', 'slug': 'horror'}^|^{'name': 'Funny', 'slug': 'funny'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^|^{'name': 'Violent', 'slug': 'violent'}^
^1207659125^|^Bioforge^|^1995-03-29^|^2012-10-18^|^1.49^|^5.99^|^-75.0^|^4.50^|^USD^|^default^|^https://www.gog.com/en/game/bioforge^|^Origin Systems^|^Electronic Arts^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': 'Science', 'slug': 'science'}^|^{'name': 'Exploration', 'slug': 'exploration'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Choices Matter', 'slug': 'choices-matter'}^|^{'name': 'Survival Horror', 'slug': 'survival-horror'}^|^^|^^
^1207659231^|^Inherit the Earth^|^1994-01-02^|^2013-06-04^|^1.19^|^5.99^|^-80.0^|^4.80^|^USD^|^default^|^https://www.gog.com/en/game/inherit_the_earth^|^The Dreamers Guild^|^The Wyrmkeep Entertainment Co.^|^windows^|^linux^|^osx^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Casual', 'slug': 'casual'}^|^{'name': 'Pixel Graphics', 'slug': 'pixel-graphics'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^|^^|^^|^^|^^
^1207660423^|^Theme Park^|^1994-01-02^|^2013-12-09^|^5.99^|^5.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/theme_park^|^Bullfrog Productions^|^Electronic Arts^|^windows^|^osx^|^^|^{'name': 'Simulation', 'slug': 'simulation'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Managerial', 'slug': 'managerial'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Building', 'slug': 'building'}^|^^|^^|^^|^^|^^
^1619589792^|^Spirit of Adventure^|^1991-02-12^|^2023-08-11^|^1.79^|^8.99^|^-80.0^|^7.20^|^USD^|^default^|^https://www.gog.com/en/game/spirit_of_adventure^|^Attic Entertainment Software^|^Unique Games^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Exploration', 'slug': 'exploration'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'Pixel Graphics', 'slug': 'pixel-graphics'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^{'name': 'Historical', 'slug': 'historical'}^|^{'name': 'Survival', 'slug': 'survival'}^
^1915197039^|^ISLANDERS^|^^|^2023-09-01^|^1.89^|^4.99^|^-62.0^|^3.10^|^USD^|^default^|^https://www.gog.com/en/game/islanders^|^Coatsink, GrizzlyGames, Stage Clear Studios^|^Coatsink^|^windows^|^^|^^|^{'name': 'Indie', 'slug': 'indie'}^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Turn-Based', 'slug': 'turn-based'}^|^{'name': 'Exploration', 'slug': 'exploration'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Casual', 'slug': 'casual'}^|^{'name': 'Top-Down', 'slug': 'top-down'}^|^{'name': 'Relaxing', 'slug': 'relaxing'}^|^{'name': 'Base Building', 'slug': 'base-building'}^
^1769087520^|^S.T.A.L.K.E.R. 2: Heart of Chornobyl - Deluxe Edition^|^2024-11-20^|^2024-11-20^|^79.99^|^79.99^|^^|^0.00^|^USD^|^preorder^|^https://www.gog.com/en/game/stalker_2_heart_of_chornobyl_deluxe_edition^|^GSC Game World^|^GSC Game World^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Open World', 'slug': 'open-world'}^|^{'name': 'Survival', 'slug': 'survival'}^|^{'name': 'FPS', 'slug': 'fps'}^|^{'name': 'Post-apocalyptic', 'slug': 'post-apocalyptic'}^|^^|^^|^^|^^
^1104084973^|^Shogun Showdown^|^2024-09-05^|^2023-06-27^|^13.49^|^14.99^|^-10.0^|^1.50^|^USD^|^default^|^https://www.gog.com/en/game/shogun_showdown^|^Roboatino^|^Goblinz Publishing^|^windows^|^linux^|^osx^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Turn-Based', 'slug': 'turn-based'}^|^{'name': 'Pixel Graphics', 'slug': 'pixel-graphics'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^{'name': 'Roguelike', 'slug': 'roguelike'}^|^{'name': 'Card Game', 'slug': 'card-game'}^|^{'name': 'Deckbuilding', 'slug': 'deckbuilding'}^|^{'name': 'Ninja', 'slug': 'ninja'}^|^^
^1211603686^|^Riven^|^2024-06-25^|^2024-06-25^|^34.99^|^34.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/riven^|^Cyan Worlds^|^Cyan Worlds^|^windows^|^osx^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Science', 'slug': 'science'}^|^{'name': 'Exploration', 'slug': 'exploration'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Casual', 'slug': 'casual'}^
^1860281269^|^Workers & Resources: Soviet Republic^|^2024-06-20^|^2024-06-20^|^25.99^|^39.99^|^-35.0^|^14.00^|^USD^|^default^|^https://www.gog.com/en/game/workers_resources_soviet_republic^|^3Division^|^Hooded Horse^|^windows^|^^|^^|^{'name': 'Indie', 'slug': 'indie'}^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Simulation', 'slug': 'simulation'}^|^{'name': 'Casual', 'slug': 'casual'}^|^{'name': 'Management', 'slug': 'management'}^|^{'name': 'Real-Time', 'slug': 'real-time'}^|^{'name': 'Open World', 'slug': 'open-world'}^|^{'name': 'Sandbox', 'slug': 'sandbox'}^|^{'name': 'Historical', 'slug': 'historical'}^
^1254210921^|^The Black Within^|^2024-05-30^|^2024-07-17^|^3.49^|^6.99^|^-50.0^|^3.50^|^USD^|^default^|^https://www.gog.com/en/game/the_black_within^|^waleedzo^|^waleedzo^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Simulation', 'slug': 'simulation'}^|^{'name': 'Horror', 'slug': 'horror'}^|^^|^^|^^|^^|^^|^^|^^
^1630833604^|^Dream Engines: Nomad Cities^|^2024-05-09^|^2024-09-20^|^19.49^|^29.99^|^-35.0^|^10.50^|^USD^|^default^|^https://www.gog.com/en/game/dream_engines_nomad_cities^|^Suncrash^|^Suncrash^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Role-playing', 'slug': 'role-playing'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': 'Simulation', 'slug': 'simulation'}^|^{'name': 'Management', 'slug': 'management'}^|^{'name': 'Open World', 'slug': 'open-world'}^|^{'name': 'Sandbox', 'slug': 'sandbox'}^|^{'name': 'Resource Management', 'slug': 'resource-management'}^|^{'name': 'Survival', 'slug': 'survival'}^
^1361243432^|^Manor Lords^|^2024-04-26^|^2024-04-26^|^39.99^|^39.99^|^^|^0.00^|^USD^|^early-access^|^https://www.gog.com/en/game/manor_lords^|^Slavic Magic^|^Hooded Horse^|^windows^|^^|^^|^{'name': 'Indie', 'slug': 'indie'}^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Exploration', 'slug': 'exploration'}^|^{'name': 'Open World', 'slug': 'open-world'}^|^{'name': 'Sandbox', 'slug': 'sandbox'}^|^{'name': 'Historical', 'slug': 'historical'}^|^{'name': 'Resource Management', 'slug': 'resource-management'}^|^{'name': 'Survival', 'slug': 'survival'}^|^{'name': 'Medieval', 'slug': 'medieval'}^
